year_month,Series ID_x,CPI,Series ID_y,PPI
2021/10,CUUR0000SEFG,334.283,PCU3117103117105,267.567
2021/11,CUUR0000SEFG,337.47,PCU3117103117105,273.629
2021/12,CUUR0000SEFG,339.321,PCU3117103117105,273.696
2022/01,CUUR0000SEFG,343.868,PCU3117103117105,274.363
2022/02,CUUR0000SEFG,344.518,PCU3117103117105,275.71
2022/03,CUUR0000SEFG,347.215,PCU3117103117105,269.581
2022/04,CUUR0000SEFG,350.492,PCU3117103117105,262.029
2022/05,CUUR0000SEFG,358.446,PCU3117103117105,262.029
2022/06,CUUR0000SEFG,360.244,PCU3117103117105,249.55
2022/07,CUUR0000SEFG,358.193,PCU3117103117105,261.442
2022/08,CUUR0000SEFG,357.561,PCU3117103117105,261.517
2022/09,CUUR0000SEFG,359.5,PCU3117103117105,268.106
2022/10,CUUR0000SEFG,358.913,PCU3117103117105,268.106
2022/11,CUUR0000SEFG,359.506,PCU3117103117105,268.106
2022/12,CUUR0000SEFG,356.452,PCU3117103117105,268.106
2023/01,CUUR0000SEFG,357.719,,
2023/02,CUUR0000SEFG,360.246,,
